video_id,views,likes,estimated_payment_usd,bonus_usd,total_earning_usd
VID0588,3165613,86658,7914.03,500,8414.03
VID0589,1919962,167270,4799.9,500,5299.9
VID0590,2437458,203997,6093.65,500,6593.65
VID0591,1708740,150155,4271.85,500,4771.85
VID0592,3303920,207280,8259.8,500,8759.8
VID0593,2562863,30751,6407.16,200,6607.16
VID0594,1677962,17404,4194.9,100,4294.9
VID0595,1997567,82740,4993.92,500,5493.92
VID0596,4727847,242926,11819.62,500,12319.62
VID0597,4420302,211152,11050.75,500,11550.75
VID0598,4384176,231918,10960.44,500,11460.44
VID0599,4724271,418600,11810.68,500,12310.68
VID0600,1886953,2008,4717.38,0,4717.38
VID0601,3358514,164437,8396.28,500,8896.28
VID0602,923199,58704,2308.0,500,2808.0
VID0603,486484,26443,1216.21,200,1416.21
VID0604,675796,20594,1689.49,200,1889.49
VID0605,376265,18539,940.66,100,1040.66
VID0606,4211413,376043,10528.53,500,11028.53
VID0607,1179095,116463,2947.74,500,3447.74
VID0608,3791374,53171,9478.43,500,9978.43
VID0609,2429203,15595,6073.01,100,6173.01
VID0610,1917183,79962,4792.96,500,5292.96
VID0611,124921,10019,312.3,100,412.3
VID0612,1232802,23104,3082.0,200,3282.0
VID0613,1830143,16505,4575.36,100,4675.36
VID0614,3899334,26347,9748.33,200,9948.33
VID0615,805271,31241,2013.18,200,2213.18
VID0616,416117,17977,1040.29,100,1140.29
VID0617,2223656,65713,5559.14,500,6059.14
VID0618,3550552,125334,8876.38,500,9376.38
VID0619,1131950,49039,2829.88,200,3029.88
VID0620,2600732,164421,6501.83,500,7001.83
VID0621,682111,58637,1705.28,500,2205.28
VID0622,2984441,190071,7461.1,500,7961.1
VID0623,1501286,31558,3753.22,200,3953.22
VID0624,2904066,55101,7260.16,500,7760.16
VID0625,3282058,135751,8205.15,500,8705.15
VID0626,3657988,231122,9144.97,500,9644.97
VID0627,2522108,33085,6305.27,200,6505.27
VID0628,827186,75112,2067.97,500,2567.97
VID0629,292578,16369,731.44,100,831.44
VID0630,1545464,106404,3863.66,500,4363.66
VID0631,675996,44528,1689.99,200,1889.99
VID0632,1539111,54933,3847.78,500,4347.78
VID0633,570794,30748,1426.98,200,1626.98
VID0634,295773,3734,739.43,0,739.43
VID0635,4669020,217169,11672.55,500,12172.55
VID0636,890309,65728,2225.77,500,2725.77
VID0637,2185997,85315,5464.99,500,5964.99
VID0638,945710,93968,2364.28,500,2864.28
VID0639,310130,25153,775.33,200,975.33
VID0640,2294548,211326,5736.37,500,6236.37
VID0641,2940937,199718,7352.34,500,7852.34
VID0642,855206,72410,2138.01,500,2638.01
VID0643,3804033,337343,9510.08,500,10010.08
VID0644,1725745,114823,4314.36,500,4814.36
VID0645,1828592,169545,4571.48,500,5071.48
VID0646,4828023,5712,12070.06,0,12070.06
VID0647,4458405,72570,11146.01,500,11646.01
VID0648,1950445,15615,4876.11,100,4976.11
VID0649,3587937,1150,8969.84,0,8969.84
VID0650,3079058,47474,7697.65,200,7897.65
VID0651,4943717,133519,12359.29,500,12859.29
VID0652,809581,34353,2023.95,200,2223.95
VID0653,4829040,343172,12072.6,500,12572.6
VID0654,1527816,31039,3819.54,200,4019.54
VID0655,4784338,205432,11960.84,500,12460.84
VID0656,4553082,33677,11382.71,200,11582.71
VID0657,1953502,183071,4883.76,500,5383.76
VID0658,1486626,122811,3716.57,500,4216.57
VID0659,1340008,3673,3350.02,0,3350.02
VID0660,164380,10830,410.95,100,510.95
VID0661,4623218,420480,11558.05,500,12058.05
VID0662,4911764,57929,12279.41,500,12779.41
VID0663,1710738,39557,4276.85,200,4476.85
VID0664,3271293,86251,8178.23,500,8678.23
VID0665,1036832,74321,2592.08,500,3092.08
VID0666,1454337,121269,3635.84,500,4135.84
VID0667,4993843,83932,12484.61,500,12984.61
VID0668,1651531,38535,4128.83,200,4328.83
VID0669,3589783,73119,8974.46,500,9474.46
VID0670,4924976,230069,12312.44,500,12812.44
VID0671,2575135,67763,6437.84,500,6937.84
VID0672,4276689,5940,10691.72,0,10691.72
VID0673,397776,16716,994.44,100,1094.44
VID0674,2497082,63740,6242.7,500,6742.7
VID0675,4769867,167123,11924.67,500,12424.67
VID0676,4139710,60788,10349.27,500,10849.27
VID0677,3009718,92066,7524.3,500,8024.3
VID0678,1812771,141760,4531.93,500,5031.93
VID0679,4228970,101435,10572.43,500,11072.43
VID0680,782536,49207,1956.34,200,2156.34
VID0681,2676578,218961,6691.44,500,7191.44
VID0682,1734730,56678,4336.82,500,4836.82
VID0683,3677196,306143,9192.99,500,9692.99
VID0684,2945006,122298,7362.51,500,7862.51
VID0685,687550,42386,1718.88,200,1918.88
VID0686,589001,52174,1472.5,500,1972.5
VID0687,3744176,232069,9360.44,500,9860.44
VID0688,1408195,108615,3520.49,500,4020.49
VID0689,3094009,239930,7735.02,500,8235.02
VID0690,1040328,10596,2600.82,100,2700.82
VID0691,2201541,153403,5503.85,500,6003.85
VID0692,1960904,105458,4902.26,500,5402.26
VID0693,853532,51040,2133.83,500,2633.83
VID0694,3861613,15357,9654.03,100,9754.03
VID0695,4919208,354566,12298.02,500,12798.02
VID0696,2820120,178616,7050.3,500,7550.3
VID0697,1387311,89023,3468.28,500,3968.28
VID0698,375233,31187,938.08,200,1138.08
VID0699,3381276,110248,8453.19,500,8953.19
VID0700,1181469,74559,2953.67,500,3453.67
VID0701,4651052,26338,11627.63,200,11827.63
VID0702,2158562,205846,5396.4,500,5896.4
VID0703,1433214,54556,3583.03,500,4083.03
VID0704,1431048,46994,3577.62,200,3777.62
VID0705,3949960,366842,9874.9,500,10374.9
VID0706,2653747,259585,6634.37,500,7134.37
VID0707,1987194,152406,4967.98,500,5467.98
VID0708,3171491,114654,7928.73,500,8428.73
VID0709,742108,57191,1855.27,500,2355.27
VID0710,1838151,76798,4595.38,500,5095.38
VID0711,942290,84670,2355.72,500,2855.72
VID0712,1361691,76203,3404.23,500,3904.23
VID0713,3875370,144143,9688.42,500,10188.42
VID0714,3982931,149055,9957.33,500,10457.33
VID0715,2646854,119173,6617.13,500,7117.13
VID0716,4767660,46375,11919.15,200,12119.15
VID0717,4081745,73053,10204.36,500,10704.36
VID0718,3571533,116735,8928.83,500,9428.83
VID0719,1294658,73090,3236.64,500,3736.64
VID0720,2140117,13883,5350.29,100,5450.29
VID0721,1095231,102904,2738.08,500,3238.08
VID0722,2770873,197068,6927.18,500,7427.18
VID0723,1240993,79749,3102.48,500,3602.48
VID0724,3790580,109707,9476.45,500,9976.45
VID0725,669652,679,1674.13,0,1674.13
VID0726,3471210,263529,8678.02,500,9178.02
VID0727,2428907,48586,6072.27,200,6272.27
VID0728,3357361,46481,8393.4,200,8593.4
VID0729,1770665,105930,4426.66,500,4926.66
VID0730,3916404,143616,9791.01,500,10291.01
VID0731,1306750,5063,3266.88,0,3266.88
VID0732,1497510,26868,3743.78,200,3943.78
VID0733,53050,1972,132.62,0,132.62
VID0734,976548,27793,2441.37,200,2641.37
VID0735,1897673,92512,4744.18,500,5244.18
VID0736,4777895,267892,11944.74,500,12444.74
VID0737,4880281,125244,12200.7,500,12700.7
VID0738,3291455,40600,8228.64,200,8428.64
VID0739,3540391,56909,8850.98,500,9350.98
VID0740,2873174,101464,7182.93,500,7682.93
VID0741,2379392,156805,5948.48,500,6448.48
VID0742,3974040,391802,9935.1,500,10435.1
VID0743,1877493,103254,4693.73,500,5193.73
VID0744,4523678,223512,11309.19,500,11809.19
VID0745,3146947,224812,7867.37,500,8367.37
VID0746,4046495,211980,10116.24,500,10616.24
VID0747,121739,8887,304.35,0,304.35
VID0748,465285,8259,1163.21,0,1163.21
VID0749,4698362,436216,11745.91,500,12245.91
VID0750,3443249,203860,8608.12,500,9108.12
VID0751,2584864,75768,6462.16,500,6962.16
VID0752,491250,9814,1228.12,0,1228.12
VID0753,812043,12066,2030.11,100,2130.11
VID0754,4984211,205403,12460.53,500,12960.53
VID0755,816535,48948,2041.34,200,2241.34
VID0756,3679934,271974,9199.84,500,9699.84
VID0757,270719,5638,676.8,0,676.8
VID0758,2263584,131044,5658.96,500,6158.96
VID0759,1975666,40161,4939.16,200,5139.16
VID0760,3769250,215818,9423.12,500,9923.12
VID0761,2385589,45928,5963.97,200,6163.97
VID0762,4122163,261729,10305.41,500,10805.41
VID0763,4446459,393219,11116.15,500,11616.15
VID0764,3306310,320110,8265.77,500,8765.77
VID0765,231320,14421,578.3,100,678.3
VID0766,4061435,244839,10153.59,500,10653.59
VID0767,2355921,176789,5889.8,500,6389.8
VID0768,1827167,177338,4567.92,500,5067.92
VID0769,476037,14136,1190.09,100,1290.09
VID0770,1093684,103830,2734.21,500,3234.21
VID0771,3091899,168485,7729.75,500,8229.75
VID0772,376440,20273,941.1,200,1141.1
VID0773,3748747,337373,9371.87,500,9871.87
VID0774,4773276,448004,11933.19,500,12433.19
VID0775,1667777,105499,4169.44,500,4669.44
VID0776,3153386,64948,7883.47,500,8383.47
VID0777,42532,495,106.33,0,106.33
VID0778,3740365,216744,9350.91,500,9850.91
VID0779,2999216,156858,7498.04,500,7998.04
VID0780,2986961,124291,7467.4,500,7967.4
VID0781,852057,71360,2130.14,500,2630.14
VID0782,2771024,219070,6927.56,500,7427.56
VID0783,1472447,1008,3681.12,0,3681.12
VID0784,2695229,104222,6738.07,500,7238.07
VID0785,3006021,74210,7515.05,500,8015.05
VID0786,4798413,267911,11996.03,500,12496.03
VID0787,3457802,48251,8644.51,200,8844.51
VID0788,688421,28260,1721.05,200,1921.05
VID0789,2761978,274030,6904.94,500,7404.94
VID0790,2582201,220327,6455.5,500,6955.5
VID0791,2242576,204784,5606.44,500,6106.44
VID0792,3849044,357340,9622.61,500,10122.61
VID0793,2461323,47001,6153.31,200,6353.31
VID0794,1423452,28949,3558.63,200,3758.63
VID0795,4618843,399048,11547.11,500,12047.11
VID0796,893007,74285,2232.52,500,2732.52
VID0797,2922303,270547,7305.76,500,7805.76
VID0798,126856,11859,317.14,100,417.14
VID0799,4788157,160146,11970.39,500,12470.39
VID0800,3993955,37877,9984.89,200,10184.89
VID0801,1016922,50361,2542.31,500,3042.31
VID0802,4133343,105676,10333.36,500,10833.36
VID0803,855841,34223,2139.6,200,2339.6
VID0804,2743024,199761,6857.56,500,7357.56
VID0805,887645,87302,2219.11,500,2719.11
VID0806,3712178,343287,9280.44,500,9780.44
VID0807,511340,47482,1278.35,200,1478.35
VID0808,3042988,241168,7607.47,500,8107.47
VID0809,2502961,179544,6257.4,500,6757.4
VID0810,4516681,173188,11291.7,500,11791.7
VID0811,1714799,155289,4287.0,500,4787.0
VID0812,4823486,72352,12058.72,500,12558.72
VID0813,465693,129,1164.23,0,1164.23
VID0814,1169785,94806,2924.46,500,3424.46
VID0815,4560522,67812,11401.31,500,11901.31
VID0816,3825295,48739,9563.24,200,9763.24
VID0817,3855948,211661,9639.87,500,10139.87
VID0818,969792,85343,2424.48,500,2924.48
VID0819,4596506,50968,11491.27,500,11991.27
VID0820,2461190,223091,6152.98,500,6652.98
VID0821,3182891,147730,7957.23,500,8457.23
VID0822,1274498,36907,3186.24,200,3386.24
VID0823,2720839,187699,6802.1,500,7302.1
VID0824,4292699,259310,10731.75,500,11231.75
VID0825,2345830,222145,5864.57,500,6364.57
VID0826,1162966,66219,2907.41,500,3407.41
VID0827,2050734,57660,5126.84,500,5626.84
VID0828,372257,689,930.64,0,930.64
VID0829,2474328,142912,6185.82,500,6685.82
VID0830,3272081,67343,8180.2,500,8680.2
VID0831,1953464,152499,4883.66,500,5383.66
VID0832,4549766,436760,11374.41,500,11874.41
VID0833,3004597,228866,7511.49,500,8011.49
VID0834,2115160,144157,5287.9,500,5787.9
VID0835,585159,53396,1462.9,500,1962.9
VID0836,3844336,243765,9610.84,500,10110.84
VID0837,4503194,91450,11257.99,500,11757.99
VID0838,3159908,214806,7899.77,500,8399.77
VID0839,4334989,19156,10837.47,100,10937.47
VID0840,4717458,215270,11793.64,500,12293.64
VID0841,4708893,434447,11772.23,500,12272.23
VID0842,1009394,48659,2523.49,200,2723.49
VID0843,4272138,245925,10680.34,500,11180.34
VID0844,3203002,96295,8007.51,500,8507.51
VID0845,3690076,216722,9225.19,500,9725.19
VID0846,1626840,77764,4067.1,500,4567.1
VID0847,739349,24199,1848.37,200,2048.37
VID0848,446539,15612,1116.35,100,1216.35
VID0849,2735748,103666,6839.37,500,7339.37
VID0850,2668008,172410,6670.02,500,7170.02
VID0851,2222271,22108,5555.68,200,5755.68
VID0852,894426,38970,2236.07,200,2436.07
VID0853,3243573,13963,8108.93,100,8208.93
VID0854,2931694,164047,7329.23,500,7829.23
VID0855,1377848,130395,3444.62,500,3944.62
VID0856,4352109,37785,10880.27,200,11080.27
VID0857,4071408,310008,10178.52,500,10678.52
VID0858,3946053,87327,9865.13,500,10365.13
VID0859,2573582,44574,6433.95,200,6633.95
VID0860,1617238,161169,4043.1,500,4543.1
VID0861,3692084,280510,9230.21,500,9730.21
VID0862,318071,8807,795.18,0,795.18
VID0863,1041098,12694,2602.74,100,2702.74
VID0864,754501,30623,1886.25,200,2086.25
VID0865,693187,28488,1732.97,200,1932.97
VID0866,2220102,46042,5550.25,200,5750.25
VID0867,4988447,293750,12471.12,500,12971.12
VID0868,4433281,117013,11083.2,500,11583.2
VID0869,1025554,5338,2563.89,0,2563.89
VID0870,4508606,422610,11271.51,500,11771.51
VID0871,211927,19729,529.82,100,629.82
VID0872,3637723,221863,9094.31,500,9594.31
VID0873,4886828,343505,12217.07,500,12717.07
VID0874,4792745,283639,11981.86,500,12481.86
VID0875,1857842,54294,4644.61,500,5144.61
VID0876,3506009,321116,8765.02,500,9265.02
VID0877,4758571,280865,11896.43,500,12396.43
VID0878,4620635,72565,11551.59,500,12051.59
VID0879,2700888,115351,6752.22,500,7252.22
VID0880,4493478,155363,11233.69,500,11733.69
VID0881,274805,8174,687.01,0,687.01
VID0882,1672812,27939,4182.03,200,4382.03
VID0883,578720,2459,1446.8,0,1446.8
VID0884,194636,2452,486.59,0,486.59
VID0885,1449660,98649,3624.15,500,4124.15
VID0886,4558188,352826,11395.47,500,11895.47
VID0887,2829686,216731,7074.22,500,7574.22
VID0888,1632698,81410,4081.75,500,4581.75
VID0889,916345,64718,2290.86,500,2790.86
VID0890,3245731,273653,8114.33,500,8614.33
VID0891,725421,49121,1813.55,200,2013.55
VID0892,4027823,112419,10069.56,500,10569.56
VID0893,4345534,50722,10863.83,500,11363.83
VID0894,4171140,334887,10427.85,500,10927.85
VID0895,3799077,12203,9497.69,100,9597.69
VID0896,3367513,76752,8418.78,500,8918.78
VID0897,3166549,174890,7916.37,500,8416.37
VID0898,2024297,136084,5060.74,500,5560.74
VID0899,2133815,52864,5334.54,500,5834.54
VID0900,3557289,43940,8893.22,200,9093.22
VID0901,4995141,361219,12487.85,500,12987.85
VID0902,1472343,30424,3680.86,200,3880.86
VID0903,1039560,101092,2598.9,500,3098.9
VID0904,626728,36517,1566.82,200,1766.82
VID0905,2985819,48823,7464.55,200,7664.55
VID0906,3285297,171111,8213.24,500,8713.24
VID0907,2132997,174074,5332.49,500,5832.49
VID0908,2329472,140392,5823.68,500,6323.68
VID0909,694983,37635,1737.46,200,1937.46
VID0910,4690349,204891,11725.87,500,12225.87
VID0911,2099664,50948,5249.16,500,5749.16
VID0912,3011666,178720,7529.17,500,8029.17
VID0913,721280,1408,1803.2,0,1803.2
VID0914,1563721,123403,3909.3,500,4409.3
VID0915,2848993,64610,7122.48,500,7622.48
VID0916,3142360,262245,7855.9,500,8355.9
VID0917,1640880,30639,4102.2,200,4302.2
VID0918,2429009,163258,6072.52,500,6572.52
VID0919,2991267,195171,7478.17,500,7978.17
VID0920,1047849,47677,2619.62,200,2819.62
VID0921,137590,12171,343.98,100,443.98
VID0922,1395088,30402,3487.72,200,3687.72
VID0923,1749123,165235,4372.81,500,4872.81
VID0924,4143866,376558,10359.67,500,10859.67
VID0925,3136584,44471,7841.46,200,8041.46
VID0926,3093546,258309,7733.86,500,8233.86
VID0927,4219689,229643,10549.22,500,11049.22
VID0928,2747371,45651,6868.43,200,7068.43
VID0929,1960878,17352,4902.19,100,5002.19
VID0930,4147908,14621,10369.77,100,10469.77
VID0931,2819967,155648,7049.92,500,7549.92
VID0932,1217385,110780,3043.46,500,3543.46
VID0933,3638285,127104,9095.71,500,9595.71
VID0934,1782264,168520,4455.66,500,4955.66
VID0935,1007750,7260,2519.38,0,2519.38
VID0936,542553,3297,1356.38,0,1356.38
VID0937,3714360,294079,9285.9,500,9785.9
VID0938,3618005,276057,9045.01,500,9545.01
VID0939,4695561,307684,11738.9,500,12238.9
VID0940,691791,7503,1729.48,0,1729.48
VID0941,2208683,158443,5521.71,500,6021.71
VID0942,1174705,62206,2936.76,500,3436.76
VID0943,72205,2256,180.51,0,180.51
VID0944,2915367,171174,7288.42,500,7788.42
VID0945,4775012,217746,11937.53,500,12437.53
VID0946,4384084,313227,10960.21,500,11460.21
VID0947,1870383,167923,4675.96,500,5175.96
VID0948,3527981,41368,8819.95,200,9019.95
VID0949,3220601,9048,8051.5,0,8051.5
VID0950,2574754,254433,6436.89,500,6936.89
VID0951,874917,3685,2187.29,0,2187.29
VID0952,3391773,275742,8479.43,500,8979.43
VID0953,3488602,90428,8721.5,500,9221.5
VID0954,3495329,239613,8738.32,500,9238.32
VID0955,4584222,236142,11460.56,500,11960.56
VID0956,4623149,409263,11557.87,500,12057.87
VID0957,2358541,199517,5896.35,500,6396.35
VID0958,4259357,144909,10648.39,500,11148.39
VID0959,2947635,119578,7369.09,500,7869.09
VID0960,3992675,395260,9981.69,500,10481.69
VID0961,3342943,78405,8357.36,500,8857.36
VID0962,1387738,113435,3469.35,500,3969.35
VID0963,749701,37486,1874.25,200,2074.25
VID0964,3636731,298549,9091.83,500,9591.83
VID0965,2840489,72743,7101.22,500,7601.22
VID0966,2430929,115430,6077.32,500,6577.32
VID0967,4155817,359067,10389.54,500,10889.54
VID0968,1962156,58786,4905.39,500,5405.39
VID0969,3945670,385860,9864.17,500,10364.17
VID0970,4856079,145902,12140.2,500,12640.2
VID0971,1315555,5767,3288.89,0,3288.89
VID0972,2091516,71058,5228.79,500,5728.79
VID0973,4702263,275080,11755.66,500,12255.66
VID0974,3656398,46410,9141.0,200,9341.0
VID0975,277384,2772,693.46,0,693.46
VID0976,4734291,434494,11835.73,500,12335.73
VID0977,517322,42460,1293.31,200,1493.31
VID0978,3965890,248746,9914.73,500,10414.73
VID0979,4957276,484272,12393.19,500,12893.19
VID0980,357494,33497,893.74,200,1093.74
VID0981,291442,28116,728.61,200,928.61
VID0982,3369058,205177,8422.65,500,8922.65
VID0983,1000143,64943,2500.36,500,3000.36
VID0984,1310697,68416,3276.74,500,3776.74
VID0985,982104,33976,2455.26,200,2655.26
VID0986,3281800,70568,8204.5,500,8704.5
VID0987,2653921,186598,6634.8,500,7134.8
VID0988,1542462,47911,3856.15,200,4056.15
VID0989,716152,35321,1790.38,200,1990.38
VID0990,2412985,22429,6032.46,200,6232.46
VID0991,1154640,31557,2886.6,200,3086.6
VID0992,3830461,81655,9576.15,500,10076.15
VID0993,3509289,118395,8773.22,500,9273.22
VID0994,2009166,141620,5022.91,500,5522.91
VID0995,1973275,144365,4933.19,500,5433.19
VID0996,4133540,224015,10333.85,500,10833.85
VID0997,2821033,58624,7052.58,500,7552.58
VID0998,889777,61372,2224.44,500,2724.44
VID0999,1807337,88630,4518.34,500,5018.34
VID1000,2622186,38775,6555.47,200,6755.47
VID1001,90975,1234,227.44,0,227.44
VID1002,1798957,147389,4497.39,500,4997.39
VID1003,4853949,27065,12134.87,200,12334.87
VID1004,784664,53833,1961.66,500,2461.66
VID1005,697745,23596,1744.36,200,1944.36
VID1006,1911260,82770,4778.15,500,5278.15
VID1007,4297023,324943,10742.56,500,11242.56
VID1008,1860482,22386,4651.2,200,4851.2
VID1009,3501804,11959,8754.51,100,8854.51
VID1010,3507419,231399,8768.55,500,9268.55
VID1011,3197795,290472,7994.49,500,8494.49
VID1012,582249,56329,1455.62,500,1955.62
VID1013,1022614,71202,2556.53,500,3056.53
VID1014,3730824,369503,9327.06,500,9827.06
VID1015,2368279,165045,5920.7,500,6420.7
VID1016,4339346,417906,10848.36,500,11348.36
VID1017,585945,44114,1464.86,200,1664.86
VID1018,1655118,40916,4137.8,200,4337.8
VID1019,2043419,130702,5108.55,500,5608.55
VID1020,1379500,7900,3448.75,0,3448.75
VID1021,1731590,127186,4328.97,500,4828.97
VID1022,4291852,247253,10729.63,500,11229.63
VID1023,1690576,55083,4226.44,500,4726.44
VID1024,1785337,62451,4463.34,500,4963.34
VID1025,4126343,130327,10315.86,500,10815.86
VID1026,4942261,300010,12355.65,500,12855.65
VID1027,2494038,28232,6235.1,200,6435.1
VID1028,3988270,199646,9970.67,500,10470.67
VID1029,2838797,97197,7096.99,500,7596.99
VID1030,4019878,125691,10049.69,500,10549.69
VID1031,73147,4859,182.87,0,182.87
VID1032,1281997,10070,3204.99,100,3304.99
VID1033,4620495,46916,11551.24,200,11751.24
VID1034,4216323,187499,10540.81,500,11040.81
VID1035,3305098,112250,8262.74,500,8762.74
VID1036,1113943,18927,2784.86,100,2884.86
VID1037,1323946,43254,3309.86,200,3509.86
VID1038,2985525,36446,7463.81,200,7663.81
VID1039,3751894,178040,9379.73,500,9879.73
VID1040,2608144,159522,6520.36,500,7020.36
VID1041,1874281,88992,4685.7,500,5185.7
VID1042,4177176,386855,10442.94,500,10942.94
VID1043,4960505,256532,12401.26,500,12901.26
VID1044,1786593,16207,4466.48,100,4566.48
VID1045,3635318,79044,9088.3,500,9588.3
VID1046,2983862,59151,7459.66,500,7959.66
VID1047,3251097,166087,8127.74,500,8627.74
VID1048,3862748,345830,9656.87,500,10156.87
VID1049,3640839,164669,9102.1,500,9602.1
VID1050,3469042,286431,8672.6,500,9172.6
VID1051,4102873,294599,10257.18,500,10757.18
VID1052,4464494,144872,11161.23,500,11661.23
VID1053,4051316,276841,10128.29,500,10628.29
VID1054,164198,13157,410.5,100,510.5
VID1055,3838954,124043,9597.39,500,10097.39
VID1056,2151927,145320,5379.82,500,5879.82
VID1057,3683803,263903,9209.51,500,9709.51
VID1058,4943696,444398,12359.24,500,12859.24
VID1059,1526640,42724,3816.6,200,4016.6
VID1060,940323,63141,2350.81,500,2850.81
VID1061,2153978,185361,5384.94,500,5884.94
VID1062,2609882,33599,6524.7,200,6724.7
VID1063,2179373,186913,5448.43,500,5948.43
VID1064,4773304,468708,11933.26,500,12433.26
VID1065,4785561,161697,11963.9,500,12463.9
VID1066,1263650,80777,3159.12,500,3659.12
VID1067,3756653,241280,9391.63,500,9891.63
VID1068,4105774,7330,10264.44,0,10264.44
VID1069,4275252,384029,10688.13,500,11188.13
VID1070,3008919,123725,7522.3,500,8022.3
VID1071,516810,7949,1292.02,0,1292.02
VID1072,3533009,342466,8832.52,500,9332.52
VID1073,2188958,121503,5472.4,500,5972.4
VID1074,4132950,402731,10332.38,500,10832.38
VID1075,4700674,80105,11751.68,500,12251.68
VID1076,4702773,186705,11756.93,500,12256.93
VID1077,4059856,15233,10149.64,100,10249.64
VID1078,2736288,64018,6840.72,500,7340.72
VID1079,3768830,278559,9422.08,500,9922.08
VID1080,68603,4168,171.51,0,171.51
VID1081,3049669,108905,7624.17,500,8124.17
VID1082,2585458,22184,6463.65,200,6663.65
VID1083,4517597,82921,11293.99,500,11793.99
VID1084,1223104,30869,3057.76,200,3257.76
VID1085,103121,2587,257.8,0,257.8
VID1086,4968693,140923,12421.73,500,12921.73
VID1087,3097747,99873,7744.37,500,8244.37
VID1088,664902,15108,1662.26,100,1762.26
VID1089,1310764,51251,3276.91,500,3776.91
VID1090,2128452,152107,5321.13,500,5821.13
VID1091,512132,39925,1280.33,200,1480.33
VID1092,1781149,177699,4452.87,500,4952.87
VID1093,3456743,18895,8641.86,100,8741.86
VID1094,4552048,412090,11380.12,500,11880.12
VID1095,413171,36965,1032.93,200,1232.93
VID1096,1967222,176288,4918.06,500,5418.06
VID1097,4739118,354193,11847.8,500,12347.8
VID1098,2465762,233129,6164.41,500,6664.41
VID1099,1964536,51760,4911.34,500,5411.34
VID1100,3324496,154569,8311.24,500,8811.24
VID1101,2779401,250280,6948.5,500,7448.5
VID1102,3021947,234551,7554.87,500,8054.87
VID1103,407190,13751,1017.98,100,1117.97
VID1104,3015501,296594,7538.75,500,8038.75
VID1105,2968067,48564,7420.17,200,7620.17
VID1106,3462051,294648,8655.13,500,9155.13
VID1107,492389,1288,1230.97,0,1230.97
VID1108,3074073,24910,7685.18,200,7885.18
VID1109,1901179,4963,4752.95,0,4752.95
VID1110,4664774,123251,11661.94,500,12161.94
VID1111,4424143,9462,11060.36,0,11060.36
VID1112,1129111,90954,2822.78,500,3322.78
VID1113,667143,45343,1667.86,200,1867.86
VID1114,4387508,264486,10968.77,500,11468.77
VID1115,3809268,322136,9523.17,500,10023.17
VID1116,2861439,87418,7153.6,500,7653.6
VID1117,4810863,68049,12027.16,500,12527.16
VID1118,4066925,334091,10167.31,500,10667.31
VID1119,1501320,145038,3753.3,500,4253.3
VID1120,3339868,184602,8349.67,500,8849.67
VID1121,4418104,434169,11045.26,500,11545.26
VID1122,1826352,176773,4565.88,500,5065.88
VID1123,3068574,266348,7671.44,500,8171.44
VID1124,123227,2217,308.07,0,308.07
VID1125,4772029,416313,11930.07,500,12430.07
VID1126,19871,1260,49.68,0,49.68
VID1127,3168612,207250,7921.53,500,8421.53
VID1128,1629163,108800,4072.91,500,4572.91
VID1129,3247111,10286,8117.78,100,8217.78
VID1130,986037,54618,2465.09,500,2965.09
VID1131,1248542,119384,3121.35,500,3621.35
VID1132,4614475,169803,11536.19,500,12036.19
VID1133,3035085,132452,7587.71,500,8087.71
VID1134,4163031,149784,10407.58,500,10907.58
VID1135,3005185,204474,7512.96,500,8012.96
VID1136,1191258,33279,2978.14,200,3178.14
VID1137,3986531,346727,9966.33,500,10466.33
VID1138,2450131,21478,6125.33,200,6325.33
VID1139,1904117,31338,4760.29,200,4960.29
VID1140,2920989,129944,7302.47,500,7802.47
VID1141,461321,4410,1153.3,0,1153.3
VID1142,127100,8186,317.75,0,317.75
VID1143,2092336,176259,5230.84,500,5730.84
VID1144,485472,17017,1213.68,100,1313.68
VID1145,1004231,28957,2510.58,200,2710.58
VID1146,1300153,92949,3250.38,500,3750.38
VID1147,4676414,420477,11691.03,500,12191.03
VID1148,2214310,105999,5535.77,500,6035.77
VID1149,3649884,168130,9124.71,500,9624.71
VID1150,4708456,53770,11771.14,500,12271.14
VID1151,1780661,115635,4451.65,500,4951.65
VID1152,4447851,362313,11119.63,500,11619.63
VID1153,2157146,20051,5392.87,200,5592.87
VID1154,1984268,113379,4960.67,500,5460.67
VID1155,4309862,319927,10774.66,500,11274.66
VID1156,3688130,309374,9220.33,500,9720.33
VID1157,252395,10281,630.99,100,730.99
VID1158,4595646,275246,11489.11,500,11989.11
VID1159,707387,61465,1768.47,500,2268.47
VID1160,4294642,25428,10736.6,200,10936.6
VID1161,3931626,229783,9829.07,500,10329.07
VID1162,4006999,148990,10017.5,500,10517.5
VID1163,3158791,14888,7896.98,100,7996.98
VID1164,1874318,33776,4685.8,200,4885.8
VID1165,42245,2014,105.61,0,105.61
VID1166,4353159,260773,10882.9,500,11382.9
VID1167,493495,18417,1233.74,100,1333.74
VID1168,2201459,24983,5503.65,200,5703.65
VID1169,2281941,154235,5704.85,500,6204.85
VID1170,3703032,201130,9257.58,500,9757.58
VID1171,2547287,174190,6368.22,500,6868.22
VID1172,4254251,30544,10635.63,200,10835.63
VID1173,64093,4726,160.23,0,160.23
VID1174,1551046,133835,3877.62,500,4377.61
VID1175,848427,63712,2121.07,500,2621.07
VID1176,2294805,103277,5737.01,500,6237.01
